HOUR_TS,visits,hour,dayofweek,day,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,lag_1,lag_24,lag_168,rolling_24h,mall_Century mall,mall_City Center Mall,mall_Oasis Mall,mall_Rainbow mall,mall_Sunset Mall
2022-11-08 04:00:00,2,4,1,8,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,5.0,8.0,5.0,452.25,False,False,True,False,False
2022-11-08 04:00:00,8,4,1,8,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,13.0,6.0,11.0,517.75,False,False,False,False,True
2022-11-08 04:00:00,2,4,1,8,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,8.0,4.0,6.0,277.0416666666667,False,True,False,False,False
2022-11-08 05:00:00,4,5,1,8,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,8.0,7.0,8.0,517.8333333333334,False,False,False,False,True
2022-11-08 05:00:00,2,5,1,8,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,2.0,2.0,2.0,276.9583333333333,False,True,False,False,False
2022-11-08 05:00:00,7,5,1,8,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,2.0,2.0,5.0,279.125,True,False,False,False,False
2022-11-08 05:00:00,10,5,1,8,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,2.0,4.0,3.0,452.0,False,False,True,False,False
2022-11-08 06:00:00,4,6,1,8,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,2.0,5.0,1.0,276.9583333333333,False,True,False,False,False
2022-11-08 06:00:00,9,6,1,8,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,10.0,11.0,6.0,452.25,False,False,True,False,False
2022-11-08 06:00:00,4,6,1,8,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,7.0,2.0,3.0,279.3333333333333,True,False,False,False,False
2022-11-08 06:00:00,11,6,1,8,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,4.0,7.0,8.0,517.7083333333334,False,False,False,False,True
2022-11-08 07:00:00,10,7,1,8,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,9.0,30.0,4.0,452.1666666666667,False,False,True,False,False
2022-11-08 07:00:00,25,7,1,8,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,11.0,29.0,17.0,517.875,False,False,False,False,True
2022-11-08 07:00:00,6,7,1,8,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,4.0,18.0,3.0,276.9166666666667,False,True,False,False,False
2022-11-08 07:00:00,6,7,1,8,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,4.0,13.0,4.0,279.4166666666667,True,False,False,False,False
2022-11-08 08:00:00,16,8,1,8,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,10.0,68.0,10.0,451.3333333333333,False,False,True,False,False
2022-11-08 08:00:00,19,8,1,8,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,6.0,75.0,12.0,276.4166666666667,False,True,False,False,False
2022-11-08 08:00:00,11,8,1,8,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,6.0,36.0,10.0,279.125,True,False,False,False,False
2022-11-08 08:00:00,44,8,1,8,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,25.0,88.0,31.0,517.7083333333334,False,False,False,False,True
2022-11-08 09:00:00,34,9,1,8,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,11.0,128.0,13.0,278.0833333333333,True,False,False,False,False
2022-11-08 09:00:00,22,9,1,8,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,19.0,147.0,16.0,274.0833333333333,False,True,False,False,False
2022-11-08 09:00:00,36,9,1,8,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,16.0,144.0,14.0,449.1666666666667,False,False,True,False,False
2022-11-08 09:00:00,105,9,1,8,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,44.0,232.0,84.0,515.875,False,False,False,False,True
2022-11-08 10:00:00,182,10,1,8,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,105.0,538.0,136.0,510.5833333333333,False,False,False,False,True
2022-11-08 10:00:00,106,10,1,8,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,34.0,329.0,17.0,274.1666666666667,True,False,False,False,False
2022-11-08 10:00:00,103,10,1,8,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,36.0,430.0,29.0,444.6666666666667,False,False,True,False,False
2022-11-08 10:00:00,60,10,1,8,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,22.0,281.0,22.0,268.875,False,True,False,False,False
2022-11-08 11:00:00,238,11,1,8,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,103.0,528.0,45.0,431.0416666666667,False,False,True,False,False
2022-11-08 11:00:00,89,11,1,8,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,60.0,341.0,46.0,259.6666666666667,False,True,False,False,False
2022-11-08 11:00:00,305,11,1,8,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,182.0,705.0,205.0,495.75,False,False,False,False,True
2022-11-08 11:00:00,115,11,1,8,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,106.0,358.0,25.0,264.875,True,False,False,False,False
2022-11-08 12:00:00,449,12,1,8,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,305.0,823.0,255.0,479.0833333333333,False,False,False,False,True
2022-11-08 12:00:00,172,12,1,8,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,89.0,421.0,88.0,249.16666666666666,False,True,False,False,False
2022-11-08 12:00:00,146,12,1,8,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,115.0,427.0,57.0,254.75,True,False,False,False,False
2022-11-08 12:00:00,291,12,1,8,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,238.0,722.0,56.0,418.9583333333333,False,False,True,False,False
2022-11-08 13:00:00,440,13,1,8,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,291.0,739.0,105.0,401.0,False,False,True,False,False
2022-11-08 13:00:00,219,13,1,8,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,172.0,514.0,135.0,238.79166666666666,False,True,False,False,False
2022-11-08 13:00:00,261,13,1,8,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,146.0,406.0,69.0,243.04166666666666,True,False,False,False,False
2022-11-08 13:00:00,563,13,1,8,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,449.0,855.0,475.0,463.5,False,False,False,False,True
2022-11-08 14:00:00,974,14,1,8,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,563.0,956.0,690.0,451.3333333333333,False,False,False,False,True
2022-11-08 14:00:00,619,14,1,8,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,440.0,816.0,243.0,388.5416666666667,False,False,True,False,False
2022-11-08 14:00:00,206,14,1,8,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,114.0,243.0,10.0,144.33333333333334,False,False,False,True,False
2022-11-08 14:00:00,379,14,1,8,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,219.0,470.0,253.0,226.5,False,True,False,False,False
2022-11-08 14:00:00,501,14,1,8,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,261.0,514.0,160.0,237.0,True,False,False,False,False
2022-11-08 15:00:00,1129,15,1,8,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,974.0,926.0,791.0,452.0833333333333,False,False,False,False,True
2022-11-08 15:00:00,363,15,1,8,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,379.0,486.0,330.0,222.70833333333334,False,True,False,False,False
2022-11-08 15:00:00,503,15,1,8,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,501.0,500.0,340.0,236.45833333333334,True,False,False,False,False
2022-11-08 15:00:00,727,15,1,8,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,619.0,798.0,509.0,380.3333333333333,False,False,True,False,False
2022-11-08 15:00:00,255,15,1,8,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,206.0,254.0,3.0,142.79166666666666,False,False,False,True,False
2022-11-08 16:00:00,729,16,1,8,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,727.0,792.0,585.0,377.375,False,False,True,False,False
2022-11-08 16:00:00,490,16,1,8,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,503.0,590.0,383.0,236.58333333333334,True,False,False,False,False
2022-11-08 16:00:00,1048,16,1,8,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1129.0,998.0,803.0,460.5416666666667,False,False,False,False,True
2022-11-08 16:00:00,446,16,1,8,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,363.0,503.0,391.0,217.58333333333334,False,True,False,False,False
2022-11-08 16:00:00,237,16,1,8,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,255.0,253.0,2.0,142.83333333333334,False,False,False,True,False
2022-11-08 17:00:00,454,17,1,8,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,490.0,572.0,416.0,232.41666666666666,True,False,False,False,False
2022-11-08 17:00:00,959,17,1,8,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1048.0,1002.0,901.0,462.625,False,False,False,False,True
2022-11-08 17:00:00,637,17,1,8,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,729.0,851.0,673.0,374.75,False,False,True,False,False
2022-11-08 17:00:00,383,17,1,8,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,446.0,553.0,488.0,215.20833333333334,False,True,False,False,False
2022-11-08 17:00:00,192,17,1,8,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,237.0,280.0,2.0,142.16666666666666,False,False,False,True,False
2022-11-08 18:00:00,796,18,1,8,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,959.0,1002.0,942.0,460.8333333333333,False,False,False,False,True
2022-11-08 18:00:00,180,18,1,8,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,192.0,294.0,2.0,138.5,False,False,False,True,False
2022-11-08 18:00:00,326,18,1,8,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,383.0,476.0,476.0,208.125,False,True,False,False,False
2022-11-08 18:00:00,542,18,1,8,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,637.0,851.0,750.0,365.8333333333333,False,False,True,False,False
2022-11-08 18:00:00,395,18,1,8,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,454.0,538.0,422.0,227.5,True,False,False,False,False
2022-11-08 19:00:00,465,19,1,8,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,542.0,941.0,889.0,352.9583333333333,False,False,True,False,False
2022-11-08 19:00:00,158,19,1,8,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,180.0,259.0,3.0,133.75,False,False,False,True,False
2022-11-08 19:00:00,237,19,1,8,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,326.0,556.0,596.0,201.875,False,True,False,False,False
2022-11-08 19:00:00,589,19,1,8,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,796.0,961.0,1047.0,452.25,False,False,False,False,True
2022-11-08 19:00:00,331,19,1,8,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,395.0,582.0,491.0,221.54166666666666,True,False,False,False,False
2022-11-08 20:00:00,405,20,1,8,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,589.0,1021.0,1036.0,436.75,False,False,False,False,True
2022-11-08 20:00:00,261,20,1,8,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,465.0,907.0,996.0,333.125,False,False,True,False,False
2022-11-08 20:00:00,190,20,1,8,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,237.0,531.0,690.0,188.58333333333334,False,True,False,False,False
2022-11-08 20:00:00,86,20,1,8,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,158.0,263.0,11.0,129.54166666666666,False,False,False,True,False
2022-11-08 20:00:00,223,20,1,8,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,331.0,555.0,522.0,211.08333333333334,True,False,False,False,False
2022-11-08 21:00:00,677,21,1,8,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,405.0,1024.0,934.0,411.0833333333333,False,False,False,False,True
2022-11-08 21:00:00,348,21,1,8,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,223.0,577.0,525.0,197.25,True,False,False,False,False
2022-11-08 21:00:00,151,21,1,8,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,86.0,283.0,9.0,122.16666666666667,False,False,False,True,False
2022-11-08 21:00:00,344,21,1,8,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,190.0,542.0,722.0,174.375,False,True,False,False,False
2022-11-08 21:00:00,492,21,1,8,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,261.0,867.0,1043.0,306.2083333333333,False,False,True,False,False
2022-11-08 22:00:00,632,22,1,8,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,492.0,704.0,868.0,290.5833333333333,False,False,True,False,False
2022-11-08 22:00:00,851,22,1,8,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,677.0,704.0,522.0,396.625,False,False,False,False,True
2022-11-08 22:00:00,389,22,1,8,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,348.0,335.0,510.0,187.70833333333334,True,False,False,False,False
2022-11-08 22:00:00,448,22,1,8,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,344.0,434.0,737.0,166.125,False,True,False,False,False
2022-11-08 22:00:00,174,22,1,8,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,151.0,273.0,14.0,116.66666666666667,False,False,False,True,False
2022-11-08 23:00:00,488,23,1,8,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,632.0,421.0,448.0,287.5833333333333,False,False,True,False,False
2022-11-08 23:00:00,317,23,1,8,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,448.0,214.0,407.0,166.70833333333334,False,True,False,False,False
2022-11-08 23:00:00,291,23,1,8,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,389.0,180.0,275.0,189.95833333333334,True,False,False,False,False
2022-11-08 23:00:00,197,23,1,8,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,174.0,265.0,19.0,112.54166666666667,False,False,False,True,False
2022-11-08 23:00:00,640,23,1,8,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,851.0,370.0,171.0,402.75,False,False,False,False,True
2022-11-09 00:00:00,261,0,2,9,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,488.0,176.0,147.0,290.375,False,False,True,False,False
2022-11-09 00:00:00,94,0,2,9,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,291.0,37.0,80.0,194.58333333333334,True,False,False,False,False
2022-11-09 00:00:00,136,0,2,9,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,317.0,47.0,160.0,171.0,False,True,False,False,False
2022-11-09 00:00:00,238,0,2,9,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,640.0,126.0,28.0,414.0,False,False,False,False,True
2022-11-09 00:00:00,86,0,2,9,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,197.0,237.0,40.0,109.70833333333333,False,False,False,True,False
2022-11-09 01:00:00,106,1,2,9,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,261.0,32.0,13.0,293.9166666666667,False,False,True,False,False
2022-11-09 01:00:00,38,1,2,9,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,238.0,17.0,8.0,418.6666666666667,False,False,False,False,True
2022-11-09 01:00:00,18,1,2,9,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,86.0,153.0,58.0,103.41666666666667,False,False,False,True,False
2022-11-09 01:00:00,40,1,2,9,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,136.0,17.0,31.0,174.70833333333334,False,True,False,False,False
2022-11-09 01:00:00,13,1,2,9,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,94.0,7.0,14.0,196.95833333333334,True,False,False,False,False
2022-11-09 02:00:00,9,2,2,9,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,40.0,4.0,16.0,175.66666666666666,False,True,False,False,False
2022-11-09 02:00:00,9,2,2,9,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,13.0,5.0,5.0,197.20833333333334,True,False,False,False,False
2022-11-09 02:00:00,15,2,2,9,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,38.0,16.0,11.0,419.5416666666667,False,False,False,False,True
2022-11-09 02:00:00,2,2,2,9,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,18.0,45.0,148.0,97.79166666666667,False,False,False,True,False
2022-11-09 02:00:00,10,2,2,9,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,106.0,9.0,8.0,297.0,False,False,True,False,False
2022-11-09 03:00:00,8,3,2,9,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,15.0,13.0,6.0,419.5,False,False,False,False,True
2022-11-09 03:00:00,3,3,2,9,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,9.0,4.0,5.0,197.375,True,False,False,False,False
2022-11-09 03:00:00,4,3,2,9,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,10.0,5.0,12.0,297.0416666666667,False,False,True,False,False
2022-11-09 03:00:00,1,3,2,9,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,2.0,5.0,197.0,96.0,False,False,False,True,False
2022-11-09 03:00:00,6,3,2,9,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,9.0,8.0,3.0,175.875,False,True,False,False,False
2022-11-09 04:00:00,5,4,2,9,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,3.0,2.0,6.0,197.33333333333334,True,False,False,False,False
2022-11-09 04:00:00,7,4,2,9,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,4.0,2.0,2.0,297.0,False,False,True,False,False
2022-11-09 04:00:00,2,4,2,9,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,6.0,2.0,6.0,175.79166666666666,False,True,False,False,False
2022-11-09 04:00:00,7,4,2,9,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,8.0,8.0,3.0,419.2916666666667,False,False,False,False,True
2022-11-09 05:00:00,1,5,2,9,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,2.0,2.0,5.0,175.79166666666666,False,True,False,False,False
2022-11-09 05:00:00,2,5,2,9,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,5.0,7.0,2.0,197.45833333333334,True,False,False,False,False
2022-11-09 05:00:00,9,5,2,9,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,7.0,10.0,5.0,297.2083333333333,False,False,True,False,False
2022-11-09 05:00:00,4,5,2,9,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,7.0,4.0,4.0,419.25,False,False,False,False,True
2022-11-09 06:00:00,5,6,2,9,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,9.0,9.0,4.0,297.1666666666667,False,False,True,False,False
2022-11-09 06:00:00,7,6,2,9,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,2.0,4.0,6.0,197.25,True,False,False,False,False
2022-11-09 06:00:00,1,6,2,9,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1.0,4.0,2.0,175.75,False,True,False,False,False
2022-11-09 06:00:00,9,6,2,9,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,4.0,11.0,10.0,419.25,False,False,False,False,True
2022-11-09 07:00:00,15,7,2,9,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1.0,6.0,3.0,175.625,False,True,False,False,False
2022-11-09 07:00:00,3,7,2,9,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1.0,1.0,203.0,95.83333333333333,False,False,False,True,False
2022-11-09 07:00:00,4,7,2,9,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,5.0,10.0,6.0,297.0,False,False,True,False,False
2022-11-09 07:00:00,13,7,2,9,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,7.0,6.0,13.0,197.375,True,False,False,False,False
2022-11-09 07:00:00,11,7,2,9,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,9.0,25.0,35.0,419.1666666666667,False,False,False,False,True
2022-11-09 08:00:00,9,8,2,9,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,3.0,1.0,230.0,95.91666666666667,False,False,False,True,False
2022-11-09 08:00:00,9,8,2,9,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,13.0,11.0,28.0,197.66666666666666,True,False,False,False,False
2022-11-09 08:00:00,20,8,2,9,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,15.0,19.0,19.0,176.0,False,True,False,False,False
2022-11-09 08:00:00,27,8,2,9,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,11.0,44.0,66.0,418.5833333333333,False,False,False,False,True
2022-11-09 08:00:00,12,8,2,9,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,4.0,16.0,32.0,296.75,False,False,True,False,False
2022-11-09 09:00:00,11,9,2,9,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,9.0,34.0,81.0,197.58333333333334,True,False,False,False,False
2022-11-09 09:00:00,54,9,2,9,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,27.0,105.0,161.0,417.875,False,False,False,False,True
2022-11-09 09:00:00,12,9,2,9,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,20.0,22.0,36.0,176.04166666666666,False,True,False,False,False
2022-11-09 09:00:00,4,9,2,9,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,9.0,3.0,285.0,96.25,False,False,False,True,False
2022-11-09 09:00:00,13,9,2,9,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,12.0,36.0,51.0,296.5833333333333,False,False,True,False,False
2022-11-09 10:00:00,27,10,2,9,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,13.0,103.0,112.0,295.625,False,False,True,False,False
2022-11-09 10:00:00,55,10,2,9,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,54.0,182.0,377.0,415.75,False,False,False,False,True
2022-11-09 10:00:00,27,10,2,9,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,12.0,60.0,79.0,175.625,False,True,False,False,False
2022-11-09 10:00:00,5,10,2,9,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,4.0,5.0,338.0,96.29166666666667,False,False,False,True,False
2022-11-09 10:00:00,25,10,2,9,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,11.0,106.0,227.0,196.625,True,False,False,False,False
2022-11-09 11:00:00,25,11,2,9,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,27.0,238.0,351.0,292.4583333333333,False,False,True,False,False
